Power Spectrum Density Estimate Output File from FourierTransform
This file, FourierTransformPSD.txt, was created at 15:09:06 on 14 дек. 2022 г.
Window: Gaussian, alpha = 2.0
0.1328	0.0
0.1338	0.0
0.1348	0.0
0.1357	0.0
0.1367	0.0
0.1377	0.0
0.1387	0.0
0.1397	0.0
0.1406	0.0
0.1416	0.0
0.1426	0.0
0.1436	0.0
0.1445	0.0
0.1455	0.0
0.1465	0.0
0.1475	0.0
0.1484	0.0
0.1494	0.0
0.1504	0.0
0.1514	0.0
0.1523	0.0
0.1533	0.0
0.1543	0.0
0.1553	0.0
0.1563	0.0
0.1572	0.0
0.1582	0.0
0.1592	0.0
0.1602	0.0
0.1611	0.0
0.1621	0.0
0.1631	0.0
0.1641	0.0
0.165	0.0
0.166	0.0
0.167	0.0
0.168	0.0
0.169	0.0
0.1699	0.0
0.1709	0.0
0.1719	0.0
0.1729	0.0
0.1738	0.0
0.1748	0.0
0.1758	0.0
0.1768	0.0
0.1777	0.0
0.1787	0.0
0.1797	0.0
0.1807	0.0
0.1816	0.0
0.1826	0.0
0.1836	0.0
0.1846	0.0
0.1856	0.0
0.1865	0.0
0.1875	0.0
0.1885	0.0
0.1895	0.0
0.1904	0.0
0.1914	0.0
0.1924	0.0
0.1934	0.0
0.1943	0.0
0.1953	0.0
0.1963	0.0
0.1973	0.0
0.1982	0.0
0.1992	0.0
0.2002	0.0
0.2012	0.0
0.2022	0.0
0.2031	0.0
0.2041	0.0
0.2051	0.0
0.2061	0.0
0.207	0.0
0.208	0.0
0.209	0.0
0.21	0.0
0.2109	0.0
0.2119	0.0
0.2129	0.0
0.2139	0.0
0.2148	0.0
0.2158	0.0
0.2168	0.0
0.2178	0.0
0.2188	0.0
0.2197	0.0
0.2207	0.0
0.2217	0.0
0.2227	0.0
0.2236	0.0
0.2246	0.0
0.2256	0.0
0.2266	0.0
0.2275	0.0
0.2285	0.0
0.2295	0.0
0.2305	0.0
0.2315	0.0
0.2324	0.0
0.2334	0.0
0.2344	0.0
0.2354	0.0
0.2363	0.0
0.2373	0.0
0.2383	0.0
0.2393	0.0
0.2402	0.0
0.2412	0.0
0.2422	0.0
0.2432	0.0
0.2441	0.0
0.2451	0.0
0.2461	0.0
0.2471	0.0
0.2481	0.0
0.249	0.0
0.25	0.0
0.251	0.0
0.252	0.0
0.2529	0.0
0.2539	0.0
0.2549	0.0
0.2559	0.0
0.2568	0.0
0.2578	0.0
0.2588	0.0
0.2598	0.0
0.2607	0.0
0.2617	0.0
0.2627	0.0
0.2637	0.0
0.2647	0.0
0.2656	0.0
0.2666	0.0
0.2676	0.0
0.2686	0.0
0.2695	0.0
0.2705	0.0
0.2715	0.0
0.2725	0.0
0.2734	0.0
0.2744	0.0
0.2754	0.0
0.2764	0.0
0.2773	0.0
0.2783	0.0
0.2793	0.0
0.2803	0.0
0.2813	0.0
0.2822	0.0
0.2832	0.0
0.2842	0.0
0.2852	0.0
0.2861	0.0
0.2871	0.0
0.2881	0.0
0.2891	0.0
0.29	0.0
0.291	0.0
0.292	0.0
0.293	0.0
0.294	0.0
0.2949	0.0
0.2959	0.0
0.2969	0.0
0.2979	0.0
0.2988	0.0
0.2998	0.0
0.3008	0.0
0.3018	0.0
0.3027	0.0
0.3037	0.0
0.3047	0.0
0.3057	0.0
0.3066	0.0
0.3076	0.0
0.3086	0.0
0.3096	0.0
0.3106	0.0
0.3115	0.0
0.3125	0.0
0.3135	0.0
0.3145	0.0
0.3154	0.0
0.3164	0.0
0.3174	0.0
0.3184	0.0
0.3193	0.0
0.3203	0.0
0.3213	0.0
0.3223	0.0
0.3232	0.0
0.3242	0.0
0.3252	0.0
0.3262	0.0
0.3272	0.0
0.3281	0.0
0.3291	0.0
0.3301	0.0
0.3311	0.0
0.332	0.0
0.333	0.0
0.334	0.0
0.335	0.0
0.3359	0.0
0.3369	0.0
0.3379	0.0
0.3389	0.0
0.3398	0.0
0.3408	0.0
0.3418	0.0
0.3428	0.0
0.3438	0.0
0.3447	0.0
0.3457	0.0
0.3467	0.0
0.3477	0.0
0.3486	0.0
0.3496	0.0
0.3506	0.0
0.3516	0.0
0.3525	0.0
0.3535	0.0
0.3545	0.0
0.3555	0.0
0.3565	0.0
0.3574	0.0
0.3584	0.0
0.3594	0.0
0.3604	0.0
0.3613	0.0
0.3623	0.0
0.3633	0.0
0.3643	0.0
0.3652	0.0
0.3662	0.0
0.3672	0.0
0.3682	0.0
0.3691	0.0
0.3701	0.0
0.3711	0.0
0.3721	0.0
0.3731	0.0
0.374	0.0
0.375	0.0
0.376	0.0
0.377	0.0
0.3779	0.0
0.3789	0.0
0.3799	0.0
0.3809	0.0
0.3818	0.0
0.3828	0.0
0.3838	0.0
0.3848	0.0
0.3857	0.0
0.3867	0.0
0.3877	0.0
0.3887	0.0
0.3897	0.0
0.3906	0.0
0.3916	0.0
0.3926	0.0
0.3936	0.0
0.3945	0.0
0.3955	0.0
0.3965	0.0
0.3975	0.0
0.3984	0.0
0.3994	0.0
0.4004	0.0
0.4014	0.0
0.4023	0.0
0.4033	0.0
0.4043	0.0
0.4053	0.0
0.4063	0.0
0.4072	0.0
0.4082	0.0
0.4092	0.0
0.4102	0.0
0.4111	0.0
0.4121	0.0
0.4131	0.0
0.4141	0.0
0.415	0.0
0.416	0.0
0.417	0.0
0.418	0.0
0.419	0.0
0.4199	0.0
0.4209	0.0
0.4219	0.0
0.4229	0.0
0.4238	0.0
0.4248	0.0
0.4258	0.0
0.4268	0.0
0.4277	0.0
0.4287	0.0
0.4297	0.0
0.4307	0.0
0.4316	0.0
0.4326	0.0
0.4336	0.0
0.4346	0.0
0.4356	0.0
0.4365	0.0
0.4375	0.0
0.4385	0.0
0.4395	0.0
0.4404	0.0
0.4414	0.0
0.4424	0.0
0.4434	0.0
0.4443	0.0
0.4453	0.0
0.4463	0.0
0.4473	0.0
0.4482	0.0
0.4492	0.0
0.4502	0.0
0.4512	0.0
0.4522	0.0
0.4531	0.0
0.4541	0.0
0.4551	0.0
0.4561	0.0
0.457	0.0
0.458	0.0
0.459	0.0
0.46	0.0
0.4609	0.0
0.4619	0.0
0.4629	0.0
0.4639	0.0
0.4648	0.0
0.4658	0.0
0.4668	0.0
0.4678	0.0
0.4688	0.0
0.4697	0.0
0.4707	0.0
0.4717	0.0
0.4727	0.0
0.4736	0.0
0.4746	0.0
0.4756	0.0
0.4766	0.0
0.4775	0.0
0.4785	0.0
0.4795	0.0
0.4805	0.0
0.4815	0.0
0.4824	0.0
0.4834	0.0
0.4844	0.0
0.4854	0.0
0.4863	0.0
0.4873	0.0
0.4883	0.0
0.4893	0.0
0.4902	0.0
0.4912	0.0
0.4922	0.0
0.4932	0.0
0.4941	0.0
0.4951	0.0
0.4961	0.0
0.4971	0.0
0.4981	0.0
0.499	0.0
